No,ID,Word/Phrase,POS (Old),POS (New),English Meaning (Old),English Meaning (New),Thai Meaning (Old),Thai Meaning (New),Status,Audit Notes / Reason
1830,ox_ink,ink,noun,noun,"A colored fluid used for writing, drawing, printing, or duplicating","A colored fluid used for writing, drawing, printing, or duplicating",หมึก,หมึก,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
1831,ox_inner,inner,adjective,adjective,Situated inside or further in; internal,Situated inside or further in; internal,ภายใน,ภายใน,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
1832,ox_innocent,innocent,adjective,adjective,Not guilty of a crime or offense,Not guilty of a crime or offense,ผู้บริสุทธิ์,ผู้บริสุทธิ์,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
1833,ox_insect,insect,noun,noun,A small arthropod animal that has six legs and generally one or two pairs of wings,A small arthropod animal that has six legs and generally one or two pairs of wings,แมลง,แมลง,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
1834,ox_insert,insert,verb,verb,to put something into something else,to put something into something else,แทรก,แทรก,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
1835,ox_inside,inside,adjective,adjective,Situated or occurring within; interior,Situated or occurring within; interior,ข้างใน,ข้างใน,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
1836,ox_insist,insist,verb,verb,"Demand something forcefully, not accepting refusal","Demand something forcefully, not accepting refusal",ยืนกราน,ยืนกราน,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
1837,ox_insist_on,insist on,noun,phrasal verb,To demand or persist in some course of action,to demand firmly or assert with conviction,ยืนกรานจะทำ / ดึงดัน,"ยืนกรานจะเอา, ดึงดันในเรื่อง",MODIFIED,แก้ไขชนิดของคำ POS จาก noun เป็น phrasal verb
1838,ox_insist_on_doing,insist on doing,verb,phrasal verb,a phrasal verb meaning to insist on doing,to persist stubbornly in doing something despite objections,ยืนกรานที่จะทำ,"ยืนกรานที่จะทำต่อไป, ดึงดันจะทำ",MODIFIED,แทนที่คำนิยาม placeholder ภาษาอังกฤษ
1839,ox_install,install,verb,verb,Place or fix (equipment or machinery) in position ready for use,Place or fix (equipment or machinery) in position ready for use,ติดตั้ง,ติดตั้ง,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
1840,ox_instance,instance,noun,noun,An example or single occurrence of something,An example or single occurrence of something,ตัวอย่าง,ตัวอย่าง,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
1841,ox_instead,instead,adverb,adverb,As an alternative or substitute,As an alternative or substitute,แทน,แทน,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
1842,ox_instead_of,instead of,preposition,preposition,In place of,in place of someone or something else,แทน,"แทนที่, แทนที่จะ",MODIFIED,ปรับคำแปลไทยให้เป็นธรรมชาติ
1843,ox_institute,institute,noun,noun,"A society or organization having a particular object or common factor, especially a scientific, educational, or social one","A society or organization having a particular object or common factor, especially a scientific, educational, or social one",สถาบัน,สถาบัน,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
1844,ox_institution,institution,noun,noun,"An organization founded for a religious, educational, professional, or social purpose","An organization founded for a religious, educational, professional, or social purpose",สถาบัน,สถาบัน,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
1845,ox_instruction,instruction,noun,noun,A direction or order,A direction or order,คำแนะนำ,คำแนะนำ,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
